time,is_night,tree_spawn_rate,tree_health,food_spawn_rate,food_health,plant_growth_rate,dude_speed,dude_max_hunger,dude_lifespan,wraith_speed,quarry_health,building_max_health,tree_population,dude_population,food_population,plant_population,building_population
690,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
740,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
890,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
940,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1090,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1140,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1190,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1340,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1390,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1440,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1490,False,3,50,10,20,15,100,5000,10000,80,80,5000,4,2,0,1,0
1590,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
1890,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
1940,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
1990,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
2590,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
2640,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
2840,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
2890,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
3110,False,3,50,10,20,15,100,5000,10000,80,80,5000,3,2,0,1,0
3260,False,3,50,10,20,15,100,5000,10000,80,80,5000,6,2,0,1,0
3310,False,3,50,10,20,15,100,5000,10000,80,80,5000,6,2,0,1,0
3360,False,3,50,10,20,15,100,5000,10000,80,80,5000,6,2,0,1,0
